filesize	gz_filesize	nrows
5701312	24445740732	282227748
5932376	24445740732	282227748
5418372	23116225663	266876932
5563840	23116225663	266876932
6140148	26421269764	305034344
6392128	26421269764	305034344
6195384	26484321777	305762340
6481696	26484321777	305762340
5718196	23501776221	271324132
5994384	23501776221	271324132
6632836	27530934415	317840484
6919132	27530934415	317840484
5109676	22097954661	255121416
5268496	22097954661	255121416
6633444	28976243256	334532836
6703644	28976243256	334532836
5316276	22801327126	263243972
5425528	22801327126	263243972
5366456	23082591266	266490416
5563204	23082591266	266490416
5404452	23110540058	266813896
5508100	23110540058	266813896
5413100	23311726722	269135364
5566972	23311726722	269135364
5267408	22510947818	259891548
5675200	22510947818	259891548
5937480	25520292466	294635068
6173792	25520292466	294635068
6631200	28370653817	327542696
6968740	28370653817	327542696
5596840	23993496282	277008308
5726148	23993496282	277008308
6006232	25871777557	298692276
6161888	25871777557	298692276
6033196	25984195030	299990208
6158872	25984195030	299990208
5794452	23948024066	276476120
6126616	23948024066	276476120
6449636	26826848142	309711432
6805996	26826848142	309711432
4443140	18685564817	215723436
4581928	18685564817	215723436
3781128	15955017660	184200640
3879496	15955017660	184200640
5976228	25629516356	295898712
6127524	25629516356	295898712
6061088	26035278077	300581268
6193592	26035278077	300581268
5963504	25663328773	296286992
6228224	25663328773	296286992
6522964	28054594449	323893820
6615396	28054594449	323893820
5172184	22067957389	254777440
5297680	22067957389	254777440
6384544	27812521922	321099464
6494132	27812521922	321099464
6197952	26610425571	307220520
6354732	26610425571	307220520
5927656	25567630534	295181044
5995804	25567630534	295181044
5952976	25507210472	294484064
6083252	25507210472	294484064
6517456	28318937575	326947020
6645520	28318937575	326947020
6024868	25757326846	297369212
6200264	25757326846	297369212
5859064	25169809806	290585552
5922328	25169809806	290585552
6481452	27864834596	321702700
6686684	27864834596	321702700
6416900	27796654739	320916568
6517872	27796654739	320916568
6084280	26287720939	303495876
6257708	26287720939	303495876
5434692	23430568270	270507872
5552892	23430568270	270507872
6224080	26804191198	309457792
6544840	26804191198	309457792
5224668	22811059570	263356828
5241544	22811059570	263356828
5764908	24723071725	285430988
5893264	24723071725	285430988
5639528	24198501262	279374904
5945508	24198501262	279374904
5856168	25203477356	290977344
6066876	25203477356	290977344
5200532	22320796446	257696320
5375576	22320796446	257696320
5218828	22458200420	259281940
5688860	22458200420	259281940
5565716	24116207383	278423676
5753944	24116207383	278423676
5311540	22170901229	255957596
5559424	22170901229	255957596
6139136	25808734402	297954820
6425052	25808734402	297954820
5818828	24920298325	287707744
6014260	24920298325	287707744
5354072	23240012100	268307232
5525664	23240012100	268307232
5814892	24774780964	286025300
6038836	24774780964	286025300
5198676	22286055692	257292624
5339816	22286055692	257292624
5837552	25148118183	290337944
6050144	25148118183	290337944
5715052	24654980217	284644752
6002360	24654980217	284644752
5607768	24292518207	280460048
5809012	24292518207	280460048
5467824	23559421300	271996536
5573092	23559421300	271996536
5333056	23023686816	265811328
5442664	23023686816	265811328
5524496	23832291621	275146868
6011664	23832291621	275146868
5844284	25227262269	291251756
5999272	25227262269	291251756
5898920	25331072647	292450276
6026640	25331072647	292450276
5812372	24841931402	286802076
5992208	24841931402	286802076
6299972	27163866711	313609208
6424108	27163866711	313609208
5292488	22708814668	262174276
5459664	22708814668	262174276
6599592	28478867342	328790240
6720904	28478867342	328790240
5290532	22512763355	259912528
5408508	22512763355	259912528
6479716	28032659267	323640292
6743532	28032659267	323640292
6328824	27431766464	316702936
6521268	27431766464	316702936
5490312	23687082307	273470356
5729840	23687082307	273470356
6017892	24835789333	286725032
6251884	24835789333	286725032
5923492	24557998913	283517960
6030376	24557998913	283517960
5893236	25475442903	294117212
6079308	25475442903	294117212
5325748	22971760638	265212012
5632444	22971760638	265212012
5333124	23046934083	266079640
5486104	23046934083	266079640
5961452	25659998394	296247800
6207044	25659998394	296247800
6187844	26751037811	308843940
6412384	26751037811	308843940
6441504	27999252690	323254816
6735120	27999252690	323254816
6710892	29060987251	335512568
6913168	29060987251	335512568
6491796	28748558883	331905916
6572756	28748558883	331905916
5343024	22956424447	265032732
5469548	22956424447	265032732
6834220	29636995818	342160488
7022452	29636995818	342160488
5361576	22938301750	264825196
5479560	22938301750	264825196
5265564	22557072714	260422780
5398316	22557072714	260422780
5428228	23254000713	268469812
5593640	23254000713	268469812
5678136	24423590600	281972748
5856892	24423590600	281972748
6331932	27394848894	316276952
6508300	27394848894	316276952
6402040	27591066014	318542048
6613740	27591066014	318542048
5444828	23688028969	273481340
5472968	23688028969	273481340
5512036	23816386606	274963084
5698368	23816386606	274963084
5822320	24982020107	288411048
6413172	24982020107	288411048
5838392	24880972437	287245840
6369028	24880972437	287245840
5933424	25467246672	294020000
6122300	25467246672	294020000
5522892	23822106316	275026976
5612268	23822106316	275026976
5632904	24115025346	278408588
5837864	24115025346	278408588
5573584	24010193986	277197868
5678660	24010193986	277197868
5779872	25064051475	289366968
5956084	25064051475	289366968
6844388	29700172250	342891384
6994028	29700172250	342891384
5250560	22656549230	261572616
5409368	22656549230	261572616
5084636	21966505657	253605968
5240156	21966505657	253605968
5452896	23659074329	273146884
5601024	23659074329	273146884
5922016	25946189188	299551872
5995568	25946189188	299551872
5698244	24663196534	284739432
5943064	24663196534	284739432
6133608	26694999929	308196972
6282216	26694999929	308196972
5449216	23574898557	272175072
5681440	23574898557	272175072
6414956	27779742934	320720588
6632488	27779742934	320720588
5895176	25248330218	291491780
6035824	25248330218	291491780
5640072	24267005112	280161476
5861504	24267005112	280161476
5224180	22309025691	257557988
5420108	22309025691	257557988
5688168	24493980311	282783684
5894416	24493980311	282783684
6360168	27611247757	318775144
6474376	27611247757	318775144
5929980	25894429329	298954340
6059344	25894429329	298954340
5393708	22180422925	256069564
5595964	22180422925	256069564
6071364	24989350944	288498256
6256220	24989350944	288498256
5549748	23986880105	276931296
5757528	23986880105	276931296
5525796	23919014029	276147844
5621696	23919014029	276147844
5624532	24356395758	281197540
5791512	24356395758	281197540
6490884	28171331487	325241388
6709612	28171331487	325241388
5734912	24933480088	287859808
5956252	24933480088	287859808
5764172	24852503237	286925020
5984164	24852503237	286925020
4683084	20105450401	232119780
4857896	20105450401	232119780
5772508	25034461321	289025568
5937616	25034461321	289025568
4922820	20556834300	237331056
5203840	20556834300	237331056
5067088	21978555781	253744896
5302800	21978555781	253744896
5482732	23791134167	274670460
5675932	23791134167	274670460
5843556	25503823844	294443716
6073792	25503823844	294443716
5945544	25841413875	298341548
6178432	25841413875	298341548
5051396	21783409945	251491968
5305856	21783409945	251491968
5579512	24221609116	279641268
5697244	24221609116	279641268
6056392	26348825653	304200020
6239660	26348825653	304200020
5698684	24578150827	283757540
5835416	24578150827	283757540
5839996	25146297634	290316752
6055372	25146297634	290316752
4869704	21069624899	243251244
4966088	21069624899	243251244
4889628	21027873331	242769260
5075148	21027873331	242769260
4927152	21272173077	245589824
5088980	21272173077	245589824
4901740	21075279000	243316476
5127660	21075279000	243316476
5280484	23068353908	266326984
5326248	23068353908	266326984
6685036	27595352742	318583604
6941956	27595352742	318583604
6703736	27738790495	320239948
6965804	27738790495	320239948
5187236	22097746121	255120920
5303636	22097746121	255120920
4702552	20694463285	238920212
4717436	20694463285	238920212
5114728	22036377687	254412496
5324648	22036377687	254412496
5366784	23137342409	267123296
5479004	23137342409	267123296
4942680	21235841402	245170316
5107812	21235841402	245170316
5170892	22389667047	258491304
5335448	22389667047	258491304
5572312	24257702424	280057976
5693904	24257702424	280057976
4837756	20818309908	240349780
4962180	20818309908	240349780
5958356	24569380016	283649816
6177164	24569380016	283649816
5966524	24478911664	282605488
6144496	24478911664	282605488
5558428	23906123583	275998832
6043288	23906123583	275998832
5980624	26015911561	300356768
6178380	26015911561	300356768
6548836	28326479996	327032576
6916532	28326479996	327032576
6132656	26556978135	306603416
6285424	26556978135	306603416
5653616	24461686806	282411448
5726244	24461686806	282411448
5840284	25196142777	290890388
5949776	25196142777	290890388
5726376	24663607159	284742560
5876400	24663607159	284742560
6206176	26782640189	309208852
6415572	26782640189	309208852
6835672	29423859156	339701972
6933324	29423859156	339701972
6469000	27978576980	323016000
6612760	27978576980	323016000
6464768	27987899183	323123624
6740580	27987899183	323123624
5386732	22291571732	257352052
5747404	22291571732	257352052
5379832	22272987165	257138888
5639448	22272987165	257138888
6415756	28129223138	324755528
6559668	28129223138	324755528
6604852	28562740048	329760112
6759416	28562740048	329760112
6332968	27618889266	318863480
6599688	27618889266	318863480
6640344	28981139722	334590644
6753888	28981139722	334590644
6362876	27842905337	321449580
6597600	27842905337	321449580
5889812	25630995052	295912904
6122148	25630995052	295912904
5985816	26204691858	302535932
6166512	26204691858	302535932
4534356	19721473032	227681372
4693672	19721473032	227681372
5635948	24548766601	283418728
5864292	24548766601	283418728
5535424	24210666572	279515092
5667708	24210666572	279515092
5252236	22241833836	256778336
5552256	22241833836	256778336
5306576	22459529843	259291632
5539160	22459529843	259291632
6759624	29491969904	340488600
6896764	29491969904	340488600
5419252	23499266468	271301888
5804608	23499266468	271301888
6493768	27908399950	322202648
6569204	27908399950	322202648
6330092	27261988053	314739980
6454744	27261988053	314739980
4905528	21328009071	246234996
5113908	21328009071	246234996
6260468	27473859511	317188640
6343328	27473859511	317188640
5743192	25079959355	289550744
5939792	25079959355	289550744
5594020	24404710587	281754744
5773048	24404710587	281754744
4137060	17927734628	206977952
4302392	17927734628	206977952
5222448	22826003543	263528264
5383744	22826003543	263528264
5757544	24623259815	284277744
6024068	24623259815	284277744
5627676	24265967180	280152948
5806560	24265967180	280152948
4739536	20762965012	239711148
4958996	20762965012	239711148
5106288	22134474043	255545164
5289076	22134474043	255545164
6085044	26498205820	305924756
6274604	26498205820	305924756
5244388	22720085673	262305380
5470160	22720085673	262305380
5063372	21996170671	253948324
5244140	21996170671	253948324
5303036	23121436764	266938764
5349448	23121436764	266938764
6670644	28726958835	331653360
6733212	28726958835	331653360
5221080	22403076750	258643964
5490756	22403076750	258643964
4948268	21826954689	251993536
5042184	21826954689	251993536
5574492	24335351213	280954372
5973172	24335351213	280954372
5340060	23198978008	267834896
5530392	23198978008	267834896
5025856	21892005191	252746016
5142628	21892005191	252746016
5292992	23024914362	265824536
5371280	23024914362	265824536
6197240	26982461255	311515568
6332224	26982461255	311515568
4698732	20446828223	236060244
4818132	20446828223	236060244
5365200	23310234726	269118664
5449096	23310234726	269118664
6132128	27185740607	313862476
6195768	27185740607	313862476
5193404	22568921510	260560912
5409232	22568921510	260560912
5853308	25495736945	294350756
5945400	25495736945	294350756
5082016	22072793813	254832544
5201540	22072793813	254832544
5533692	23823682556	275047100
5784864	23823682556	275047100
5233036	22705847419	262141208
5449400	22705847419	262141208
5696448	24702850339	285196560
5735928	24702850339	285196560
5499428	23840227923	275237528
5705552	23840227923	275237528
5495192	23210408423	267963672
5769448	23210408423	267963672
5692544	24340801719	281013868
5921100	24340801719	281013868
5998120	25689056941	296579700
6241492	25689056941	296579700
5793896	24682469070	284958236
6052856	24682469070	284958236
5746388	24625769106	284304420
5870556	24625769106	284304420
5747940	24744467359	285675044
5811952	24744467359	285675044
5897668	25044269976	289135340
6222976	25044269976	289135340
5940484	25623714270	295824948
6132472	25623714270	295824948
5384112	22990053000	265419544
5579708	22990053000	265419544
6683492	28706959073	331420980
7024216	28706959073	331420980
5532072	23698840376	273602048
5812200	23698840376	273602048
5528136	23845839762	275299140
6031004	23845839762	275299140
5450824	23269353729	268643888
5780724	23269353729	268643888
5867896	24921751855	287721400
6274744	24921751855	287721400
5380132	22882713058	264179492
5712456	22882713058	264179492
5220996	22042129392	254476036
5434368	22042129392	254476036
5319636	22484284283	259580092
5867120	22484284283	259580092
6668144	28320781926	326962928
7023136	28320781926	326962928
5421684	22941845481	264862948
5702564	22941845481	264862948
5519736	23403195521	270189464
5817204	23403195521	270189464
5959292	25445501958	293767400
6256532	25445501958	293767400
5496692	23396083653	270107232
5871380	23396083653	270107232
5675128	23967454696	276703796
6094980	23967454696	276703796
5461816	23024069385	265812732
5872492	23024069385	265812732
5776324	24988471101	288494100
5937860	24988471101	288494100
5306812	22972491658	265219484
5479524	22972491658	265219484
6207252	25617607362	295750492
6549700	25617607362	295750492
5358768	22229752195	256639764
5591604	22229752195	256639764
4301552	18625181914	215028308
4335632	18625181914	215028308
5095304	21608617957	249469948
5455768	21608617957	249469948
5218760	22265260001	257054204
5429380	22265260001	257054204
5511692	23552704425	271917744
5774404	23552704425	271917744
5571560	23449268717	270720928
5994300	23449268717	270720928
5515856	23374368239	269856336
5908700	23374368239	269856336
5505664	23289883534	268881372
5946596	23289883534	268881372
5508292	23325226862	269290168
5925080	23325226862	269290168
6072808	26032669147	300548604
6246248	26032669147	300548604
5637036	24191612746	279293272
5740740	24191612746	279293272
5427612	23423856680	270430400
5589228	23423856680	270430400
5832972	25402564633	293274916
6021096	25402564633	293274916
5581752	23642818632	272955932
5936552	23642818632	272955932
5650856	23888475356	275791996
6048424	23888475356	275791996
5554400	23776066606	274494788
5819700	23776066606	274494788
5501760	23316880732	269193264
5744816	23316880732	269193264
5791944	24555821255	283496404
5939472	24555821255	283496404
5806280	24758145787	285832240
5995108	24758145787	285832240
5488124	23351000112	269587008
5716164	23351000112	269587008
6194768	26588472114	306963008
6373164	26588472114	306963008
5928072	25068599000	289416156
6196440	25068599000	289416156
5502340	23483379567	271114876
5745684	23483379567	271114876
6011568	25844042260	298370576
6104068	25844042260	298370576
5558320	23869338532	275571088
5642172	23869338532	275571088
6255584	26708586393	308349576
6503512	26708586393	308349576
6548652	27886913332	321953400
6764992	27886913332	321953400
6093820	26011737464	300307612
6442864	26011737464	300307612
6553436	28125529690	324711672
6876608	28125529690	324711672
5219468	23247464655	268393772
5411196	23247464655	268393772
5639260	24242649810	279883096
5903124	24242649810	279883096
5551084	23653755279	273083732
5974256	23653755279	273083732
5607152	23891098661	275824980
5873088	23891098661	275824980
6630700	28565701052	329792496
6896556	28565701052	329792496
6482932	27811953998	321091368
6839392	27811953998	321091368
5226160	22358111229	258126068
5365536	22358111229	258126068
6004832	25600243047	295556656
6234120	25600243047	295556656
5567188	23956813177	276582744
5720520	23956813177	276582744
5440136	23424196671	270435404
5696724	23424196671	270435404
5802976	24949232601	288041728
5916296	24949232601	288041728
5996772	24723734442	285431776
6313688	24723734442	285431776
5129152	21389088861	246933080
5264256	21389088861	246933080
5570704	23930952263	276284560
5876204	23930952263	276284560
5828588	25449203761	293812760
6043120	25449203761	293812760
5548000	23862838624	275498760
5824240	23862838624	275498760
5942772	25437965717	293683976
6330616	25437965717	293683976
5689428	24685913518	285000608
5891796	24685913518	285000608
5611832	24082992163	278040444
5764676	24082992163	278040444
5264180	22774545722	262933540
5426212	22774545722	262933540
5503568	23748386850	274176372
5739064	23748386850	274176372
5454956	23615475963	272641836
5626644	23615475963	272641836
5538008	23858490542	275447680
5699532	23858490542	275447680
5801156	25150417555	290362992
6069948	25150417555	290362992
5556560	23853397350	275389192
5786576	23853397350	275389192
6067560	25266239130	291701888
6501200	25266239130	291701888
6782776	28252198376	326170208
7143056	28252198376	326170208
5761040	24978089068	288373600
5982864	24978089068	288373600
5406312	23688715154	273487848
5514160	23688715154	273487848
5802316	24898888660	287458752
6081516	24898888660	287458752
5653160	24410126127	281816148
5844268	24410126127	281816148
6145804	26626424636	307403388
6471700	26626424636	307403388
5766292	25004676815	288680388
5981444	25004676815	288680388
5518404	23658868669	273143560
5824720	23658868669	273143560
5455992	23360461259	269698256
5766000	23360461259	269698256
5610468	24170524808	279049488
5898920	24170524808	279049488
5564524	23963494571	276660424
5872932	23963494571	276660424
5655720	24059543920	277768868
6080056	24059543920	277768868
5557476	23943613384	276430284
5957212	23943613384	276430284
5488912	23402887047	270189592
5821888	23402887047	270189592
5617404	24152477663	278843608
5832256	24152477663	278843608
5640872	24520659055	283091980
5914408	24520659055	283091980
5643856	24286488674	280389396
6011548	24286488674	280389396
5296188	22704265519	262121864
5576036	22704265519	262121864
5573788	23980093941	276852076
5784452	23980093941	276852076
5863760	25279019425	291843604
6162836	25279019425	291843604
6378592	27848993737	321514640
6697472	27848993737	321514640
6263568	27371943977	316006860
6513464	27371943977	316006860
6347756	27656186103	319288604
6734420	27656186103	319288604
6145092	26783771335	309215796
6452768	26783771335	309215796
5832160	25668640202	296342568
6019036	25668640202	296342568
5424716	22408198048	258699408
5680204	22408198048	258699408
5800044	23899859822	275919368
5915044	23899859822	275919368
6468220	27155339295	313505176
6965676	27155339295	313505176
7049520	29547401773	341122156
7445596	29547401773	341122156
5438788	23131078950	267047244
5743356	23131078950	267047244
5126188	21746122556	251061372
5290964	21746122556	251061372
5865680	24668004549	284784808
6309292	24668004549	284784808
5292568	22099347621	255130216
5511820	22099347621	255130216
6296736	27426749663	316640136
6647248	27426749663	316640136
5808268	24888655997	287336984
6130836	24888655997	287336984
6462520	28105480032	324475564
6907948	28105480032	324475564
5957940	26211245611	302606580
6121120	26211245611	302606580
5919192	26010639407	300291628
6147028	26010639407	300291628
5738624	25103557696	289818860
5887748	25103557696	289818860
5356484	22867905275	264011704
5492880	22867905275	264011704
5623756	24154184190	278861976
5725164	24154184190	278861976
6179732	26799390707	309396840
6808684	26799390707	309396840
5578036	24189979938	279271240
5830960	24189979938	279271240
5726676	24618571173	284219000
6139360	24618571173	284219000
5979532	25992816504	300084564
6247420	25992816504	300084564
6015300	25973355859	299860088
6365140	25973355859	299860088
5676164	24296404097	280499748
5847100	24296404097	280499748
5730264	24656459589	284656740
6110336	24656459589	284656740
6553308	29409641776	339531964
6541964	29409641776	339531964
6295008	27344662022	315691860
6700204	27344662022	315691860
6309252	27683160453	319598668
6385512	27683160453	319598668
5205228	22429818938	258953048
5428496	22429818938	258953048
5348460	23100652379	266698012
5475536	23100652379	266698012
5992812	25880652524	298792184
6131580	25880652524	298792184
5305292	22848157733	263782780
5408352	22848157733	263782780
6256868	27120258149	313101008
6563036	27120258149	313101008
5389916	23739370273	274068220
5417384	23739370273	274068220
6583412	28747195340	331883460
6733264	28747195340	331883460
5666756	24547622550	283400024
5845852	24547622550	283400024
5866008	25241871558	291419368
6048116	25241871558	291419368
6295376	27359917364	315870976
6430676	27359917364	315870976
6246200	27112979144	313017556
6618820	27112979144	313017556
5360480	22888580947	264246156
5609692	22888580947	264246156
5704400	24649502230	284579280
5877200	24649502230	284579280
5948904	25640803040	296025972
6156732	25640803040	296025972
6442256	27743620680	320301348
6595548	27743620680	320301348
6687512	28892433753	333564572
6848400	28892433753	333564572
6167448	26800990042	309415208
6536760	26800990042	309415208
5752448	25099648749	289774092
6009236	25099648749	289774092
5852692	25251092043	291521124
6243604	25251092043	291521124
5174972	22353981343	258074800
5277504	22353981343	258074800
5771964	24698998579	285146892
6000168	24698998579	285146892
5926244	25746222552	297238116
6270500	25746222552	297238116
5200212	22231814289	256663564
5352224	22231814289	256663564
5278028	22837743981	263659488